,0,1
0,-73.99106999861966,40.73005400028978
1,-74.00019299927328,40.71880300107709
2,-73.98384899986625,40.76172799961419
3,-73.97499915116808,40.68086213682956
4,-73.89488591154061,40.66471445143568
5,-73.90087000018522,40.88466700064975
6,-73.95806670661364,40.800581558114956
7,-73.94085899871263,40.67991899941601
8,-73.8987883783301,40.74971952935675
9,-73.92901818461539,40.75196004401078
10,-73.98740940202974,40.71830605618619
11,-73.89165772702445,40.67802821447783
12,-73.87962599910783,40.68152000045683
13,-73.84443500029684,40.69516599823373
14,-73.98177094440949,40.690648119969794
15,-73.82758075034528,40.58326843810286
16,-73.81365140419632,40.58809156457325
17,-73.89175225349464,40.829987446384116
18,-73.89661738461646,40.822142131170786
19,-73.90074099998965,40.85609299881864
20,-73.91013600050078,40.84589999983414
21,-73.91843200082253,40.83376899862797
22,-73.8456249984179,40.75462199881262
23,-73.86952700103515,40.74914499948836
24,-73.83003000262508,40.75959999915012
25,-73.83256900003744,40.846809998885504
26,-73.92613800014134,40.81047600117261
27,-73.85122199961472,40.83425499825462
28,-74.0041310005885,40.713064999433136
29,-73.8470359987544,40.836488000608156
30,-73.9767132992584,40.75180742981634
31,-73.98207600148947,40.74608099909145
32,-73.9510700015425,40.78567199998607
33,-73.95987399886047,40.77362000074615
34,-73.91038357033376,40.68285130087804
35,-73.98310999909673,40.67731566735096
36,-73.8820347465864,40.74237007972169
37,-73.92078599933306,40.678822000873375
38,-73.86748067850041,40.8571924091606
39,-73.86613410538703,40.877839385172024
40,-73.8543153107622,40.898286515575286
41,-73.9580997367769,40.67076515344894
42,-73.89306639507903,40.823976841237396
43,-73.86835609178098,40.848768666338934
44,-73.95007934590994,40.65665931376077
45,-73.88940491730106,40.665517963059635
46,-73.9273847542618,40.81830344372315
47,-73.92569199505733,40.82823032742169
48,-73.9679670004732,40.762526000304575
49,-73.90409799875945,40.81211799827203
50,-73.87451599929486,40.82952100156747
51,-73.8862829985325,40.82652500055904
52,-73.86761799923673,40.8315090005233
53,-73.90298400173006,40.745630001138395
54,-73.75540499924732,40.603995001687544
55,-73.976336575218,40.77551939729258
56,-73.96460245687166,40.79161879767014
57,-73.93956099985425,40.84071899990795
58,-73.8935090000331,40.86697799999945
59,-73.98459099904711,40.754184001312545
60,-73.96203130426609,40.6616334551018
61,-73.99534882595742,40.63147876093745
62,-73.81701287135405,40.70289855287313
63,-73.8303702709878,40.714034819571026
64,-73.80800471963833,40.700382424235
65,-73.94605470266329,40.747768121414325
66,-73.85286048434907,40.726505475813006
67,-73.87722085669182,40.736813418197144
68,-73.97817199965161,40.63611866666291
69,-73.95999000137212,40.68888900026455
70,-73.95031225606621,40.706126576274166
71,-73.95024799996972,40.71407200064717
72,-73.9019160004208,40.66914500061398
73,-73.90395860491864,40.68886654246024
74,-73.9166388842194,40.686415270704344
75,-73.94735499884204,40.703844000042096
76,-74.01151599772157,40.634970999647166
77,-73.929861999118,40.7564420005104
78,-73.92582299919906,40.761431998800546
79,-73.98676800153976,40.75461199851542
80,-73.97918899989101,40.75276866674217
81,-73.95762400074634,40.67477166685263
82,-73.83216299845388,40.68433100001238
83,-74.00030814755975,40.732254493367876
84,-73.97192000069982,40.75710699989316
85,-73.97621799859327,40.78864400073892
86,-73.85736239521543,40.89314324138378
87,-73.98220899995783,40.77344000052039
88,-73.89054900017344,40.82094799852307
89,-74.0062770001748,40.72285399778783
90,-73.83632199755944,40.84386300128381
91,-73.98659900207888,40.739864000474604
92,-73.94526400039679,40.74702299889643
93,-73.98192900232715,40.76824700063689
94,-73.9489160009391,40.74221599986316
95,-73.9956570016487,40.74408099989751
96,-74.00536700180581,40.728251000730204
97,-73.83768300060997,40.681711001091195
98,-73.81583268782963,40.60840218069683
99,-73.96850099975177,40.57631166708091
100,-73.95358099875249,40.74262599969749
101,-73.96387000158042,40.76814100049679
102,-73.9401635351909,40.750635651014804
103,-73.8438529979573,40.680428999588415
104,-73.98995099881881,40.734673000996125
105,-73.95352200064022,40.68962700158444
106,-73.97973580592873,40.66003568810021
107,-73.98025117900944,40.66624469001985
108,-73.97577599917474,40.65078166803418
109,-73.97972116229084,40.64427200012998
110,-73.96435779623125,40.64390459860419
111,-73.96288246192114,40.65049324646484
112,-73.96269486837261,40.63514193733789
113,-73.96145343987648,40.65507304163716
114,-73.9709563319228,40.6752946951032
115,-73.97754993539385,40.68442016526762
116,-73.91194599726617,40.678339999883505
117,-73.97537499833149,40.68711899950771
118,-73.9667959986695,40.68809400106055
119,-73.97285279191024,40.67710217983294
120,-73.97678343963167,40.684488323453685
121,-73.97880999956767,40.683665667279435
122,-73.99015100090539,40.692403999991036
123,-73.83591899965162,40.672096999172844
124,-73.86049500117254,40.85436399966426
125,-73.85535900043564,40.858984999820116
126,-73.95042600099683,40.68043800006226
127,-73.98040679874578,40.68831058019022
128,-73.96422203748425,40.67203223545925
129,-73.94884798381702,40.64512351894373
130,-73.94945514035334,40.6508606878022
131,-73.94829990822407,40.63999124275311
132,-73.94754120734406,40.63284240700742
133,-73.95072891124937,40.6627729934283
134,-73.93293256081851,40.66897831107809
135,-73.94215978392963,40.66948144864978
136,-73.95118300016523,40.724479997808274
137,-73.95442500146235,40.73126699971465
138,-73.95783200075729,40.708383000017925
139,-73.95348800038457,40.706889998054
140,-73.92984899935611,40.81322399958908
141,-73.9752485052734,40.76008683231326
142,-73.96907237490204,40.75746830782865
143,-73.98869800128737,40.74545399979951
144,-73.9879368338264,40.74964456009442
145,-73.98168087489128,40.73097497580066
146,-73.98622899953202,40.755983000570076
147,-73.9514239994525,40.71277400073426
148,-73.94049699874644,40.71157600064823
149,-73.94394399869037,40.714575998363635
150,-73.95666499806525,40.71717399858899
151,-73.93979284713505,40.70739106438455
152,-73.94381559597835,40.74630503357145
153,-73.9495999997552,40.7441286664954
154,-73.93285137679598,40.75276306140845
155,-73.95035999879713,40.82655099962194
156,-73.94488999901047,40.8340410001399
157,-73.97232299915696,40.79391900121471
158,-73.96837899960818,40.799446000334825
159,-73.95182200176913,40.79907499977324
160,-73.96137008267617,40.796060739904526
161,-73.98197000159583,40.77845300068614
162,-73.97209794937208,40.78134608418206
163,-73.83692369387158,40.71804465348743
164,-73.96882849429672,40.78582304678557
165,-73.9668470005456,40.80396699961484
166,-73.96410999757751,40.807722001230864
167,-73.94549500011411,40.807753999182815
168,-73.94077000106708,40.8142290003391
169,-73.94962500096905,40.802097999133004
170,-73.90522700122354,40.850409999510234
171,-73.95367600087873,40.82200799968475
172,-73.93624499873299,40.82042099969279
173,-73.91179399884471,40.8484800012369
174,-73.9076840015997,40.85345300155693
175,-73.91339999846983,40.83930599964156
176,-73.94013299907257,40.840555999148535
177,-73.9335959996056,40.84950499974065
178,-73.92941199742039,40.85522500175836
179,-73.93970399761596,40.84739100072403
180,-73.77601299999507,40.59294299908617
181,-73.7885219980118,40.59237400121235
182,-73.82052058959523,40.58538569133279
183,-73.83559008701239,40.580955865573515
184,-73.76817499939688,40.59539800166876
185,-73.76135299762073,40.60006600105881
186,-73.80328900021885,40.707571999615695
187,-73.79347419927721,40.710517502784
188,-73.86269999830412,40.749865000555545
189,-73.85533399834884,40.75172999941711
190,-73.86161820097203,40.729763972422425
191,-73.86504999877702,40.67704400054478
192,-73.97991700056134,40.78393399959032
193,-73.9030969995401,40.67534466640805
194,-74.00290599855235,40.73342200104225
195,-73.82579799906613,40.68595099878361
196,-73.98769099825152,40.755477001982506
197,-73.97595787413822,40.576033818103646
198,-73.99336500134324,40.74721499918219
199,-73.98426400110407,40.743069999259035
200,-73.82812100059289,40.85246199951662
201,-73.84295199925012,40.839892001013915
202,-73.99787100060406,40.741039999802105
203,-73.97604100111508,40.751431000286864
204,-73.7969239998421,40.59092700078133
205,-74.00049500225435,40.73233799774325
206,-73.86008700006875,40.69242699966103
207,-73.85205199740794,40.69370399880105
208,-73.83679338454697,40.697114810696476
209,-73.82834900017954,40.700481998515315
210,-73.90393400118631,40.69551800114878
211,-73.9109757182647,40.699471062427136
212,-73.88411070800329,40.6663149325969
213,-73.8903580002471,40.67270999906104
214,-73.8851940021643,40.679777998961164
215,-73.90056237226057,40.66405727094644
216,-73.90244864183562,40.66358900181724
217,-73.90895833584449,40.66261748815223
218,-73.90185000017287,40.64665366739528
219,-73.89954769388724,40.65046878544699
220,-73.91633025007947,40.6615297898075
221,-73.92252118536001,40.66476678877493
222,-73.89927796057142,40.65891477368527
223,-73.90428999746412,40.67936600147369
224,-73.89852600159652,40.676998000003756
225,-73.88074999747269,40.6741300014559
226,-73.87392925215778,40.68315265707736
227,-73.87332199882995,40.689616000838754
228,-73.86728799944963,40.691290001246735
229,-73.8964029993185,40.746324999410284
230,-73.8912051289911,40.746867573829114
231,-73.86943208612348,40.73309737380972
232,-73.91217899939602,40.69945400090837
233,-73.90758199885423,40.70291899894902
234,-73.91823200219723,40.70369299961644
235,-73.91254899891254,40.744149001021576
236,-73.91352174995538,40.756316952608096
237,-73.90606508052358,40.752824829236076
238,-73.91843500103973,40.74313200060382
239,-73.88369700071884,40.747658999559135
240,-73.87661299986985,40.74840800060913
241,-73.83030100071032,40.66047600004959
242,-73.83405799948723,40.668234001699815
243,-73.82069263637443,40.70916181536946
244,-73.84451672012669,40.72159430953587
245,-73.81083299897232,40.70541799906764
246,-73.80109632298924,40.70206737621188
247,-73.86021461772737,40.88802825863786
248,-73.87915899874777,40.82858400108929
249,-73.89643499897414,40.816103999972405
250,-73.91809500109238,40.77003699949086
251,-73.9120340001031,40.775035666523664
252,-73.9077019387083,40.81643746686396
253,-73.90177778730917,40.81948726483844
254,-73.91404199994753,40.8053680007636
255,-73.88769359812888,40.837195550170605
256,-73.86723422851625,40.86548337793927
257,-73.90765699936489,40.80871900090143
258,-73.89717400101743,40.867760000885795
259,-73.89006400069478,40.87341199980121
260,-73.93647000005559,40.82388000080457
261,-73.9146849986034,40.84443400092679
262,-73.89774900102401,40.861295998683495
263,-73.91779099745928,40.84007499993004
264,-73.88713799889574,40.87324399861646
265,-73.90983099923551,40.87456099941789
266,-73.90483400107873,40.87885599817935
267,-73.91527899954356,40.86944399946045
268,-73.91881900132312,40.864614000525854
269,-73.91989900100465,40.86807199999737
270,-73.89858300049647,40.88924800011476
271,-73.87996127877184,40.84020763241799
272,-73.8625097078866,40.883887974625274
273,-73.88465499988732,40.87974999947229
274,-73.87885499918691,40.87481100011182
275,-73.86705361747603,40.87125880254771
276,-73.83859099802153,40.87866300037311
